BarNoteClick,Message,Channel,Pitch,Velocity
3:2:123,On,ch=1,n=56,v=61
3:2:179,On,ch=1,n=56,v=0
3:2:179,On,ch=1,n=44,v=0
3:2:179,On,ch=1,n=32,v=0
3:2:185,On,ch=1,n=30,v=68
3:2:185,On,ch=1,n=42,v=68
3:2:185,On,ch=1,n=54,v=70
3:3:69,On,ch=1,n=54,v=0
3:3:69,On,ch=1,n=42,v=0
3:3:69,On,ch=1,n=30,v=0
3:3:74,On,ch=1,n=37,v=66
3:3:74,On,ch=1,n=49,v=69
3:3:76,On,ch=1,n=61,v=65
3:3:110,On,ch=1,n=61,v=0
3:3:110,On,ch=1,n=49,v=0
3:3:110,On,ch=1,n=37,v=0
4:2:16,Par,ch=1,c=64,v=127
4:2:154,On,ch=1,n=38,v=83
4:2:154,On,ch=1,n=50,v=80
4:2:156,On,ch=1,n=62,v=79
5:1:62,Par,ch=1,c=64,v=0
5:2:58,On,ch=1,n=37,v=84
5:2:58,On,ch=1,n=49,v=82
5:2:58,On,ch=1,n=61,v=82
5:2:66,Par,ch=1,c=64,v=127
5:2:101,On,ch=1,n=62,v=0
5:2:101,On,ch=1,n=38,v=0
5:2:101,On,ch=1,n=50,v=0
5:2:185,Par,ch=1,c=64,v=0
5:3:43,On,ch=1,n=59,v=82
5:3:45,On,ch=1,n=35,v=84
5:3:45,On,ch=1,n=47,v=83
5:3:89,On,ch=1,n=61,v=0
5:3:91,On,ch=1,n=37,v=0
5:3:91,On,ch=1,n=49,v=0
5:3:144,Par,ch=1,c=64,v=127
6:0:76,Par,ch=1,c=64,v=0
6:0:163,On,ch=1,n=33,v=62
6:0:163,On,ch=1,n=45,v=64
6:0:163,On,ch=1,n=57,v=63
6:0:185,On,ch=1,n=59,v=0
6:0:185,On,ch=1,n=47,v=0
6:0:185,On,ch=1,n=35,v=0
6:1:41,On,ch=1,n=33,v=0
6:1:43,On,ch=1,n=57,v=0
6:1:48,On,ch=1,n=55,v=77
6:1:50,On,ch=1,n=45,v=0
6:1:56,On,ch=1,n=31,v=84
6:1:56,On,ch=1,n=43,v=77
6:1:76,Par,ch=1,c=64,v=127
6:2:106,On,ch=1,n=55,v=0
6:2:106,Par,ch=1,c=64,v=0
6:2:114,On,ch=1,n=31,v=0
