BarNoteClick,Message,Channel,Pitch,Velocity
68:0:0,Par,ch=4,c=7,v=73
68:0:15,Par,ch=4,c=7,v=74
68:0:25,Par,ch=4,c=7,v=75
68:0:35,Par,ch=4,c=7,v=76
68:0:45,Par,ch=4,c=7,v=77
68:0:55,Par,ch=4,c=7,v=78
68:1:10,Par,ch=4,c=7,v=79
68:1:20,Par,ch=4,c=7,v=80
68:1:30,Par,ch=4,c=7,v=81
68:1:40,Par,ch=4,c=7,v=82
68:1:50,Par,ch=4,c=7,v=83
68:2:0,Par,ch=4,c=7,v=84
68:2:15,Par,ch=4,c=7,v=85
68:2:25,Par,ch=4,c=7,v=86
68:2:35,Par,ch=4,c=7,v=87
68:2:45,Par,ch=4,c=7,v=88
